algo	name	length	feasible	time
LSHADE-COP_p396	Complex_5	565.9554901465009	True	2915.1566984653473
LSHADE-COP_p396	Complex_4	643.0427773884353	True	2915.565186738968
LSHADE-COP_p396	Complex_3	461.608345012755	True	2916.157534122467
LSHADE-COP_p396	Complex_1	708.013856914135	True	2919.470473051071
LSHADE-COP_p396	Complex_2	497.26255079776746	True	2925.6489810943604
